CreditGrade,Term,LoanStatus,ListingCreationDate,BorrowerAPR,BorrowerRate,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IsBorrowerHomeowner,DebtToIncomeRatio,StatedMonthlyIncome,OnTimeProsperPayments,Recommendations,LoanOriginalAmount,MonthlyLoanPayment,CreditScoreAvg
E,36,Chargedoff,2008-02-14 19:13:59.973,0.33746,0.3175,5.950066585742402,Debt Consolidation,CA,Other,Full-time,False,0.1,6166.666667,22.271949286846276,0,3000,130.25,569.5
D,36,Defaulted,2007-03-17 09:42:33.810,0.15907000000000002,0.149,5.950066585742402,Not Available,FL,Other,Full-time,True,10.01,0.083333,22.271949286846276,0,1775,61.44,609.5
B,36,Completed,2007-06-06 15:23:13.817,0.29274,0.285,5.950066585742402,Not Available,CA,Other,Full-time,True,10.01,0.0,22.271949286846276,0,7500,312.26,689.5
C,36,Chargedoff,2007-07-19 09:00:43.630,0.16184,0.1499,5.950066585742402,Not Available,IA,Nurse (RN),Full-time,False,0.15,3812.5,22.271949286846276,0,1500,51.99,649.5
D,36,Completed,2007-07-27 05:26:20.570,0.16717,0.16,5.950066585742402,Not Available,OH,Computer Programmer,Full-time,False,0.23,3333.333333,22.271949286846276,1,4880,171.57,629.5
B,36,Completed,2007-07-16 08:27:34.453,0.1973,0.19,5.950066585742402,Not Available,CA,Other,Full-time,False,0.32,5666.666667,22.271949286846276,1,15000,549.84,689.5
HR,36,Completed,2008-04-24 13:40:42.553,0.23129,0.2088,5.950066585742402,Personal Loan,GA,Teacher,Full-time,False,0.18,3258.333333,22.271949286846276,0,3001,112.88,529.5
B,36,Defaulted,2007-12-27 18:24:09.577,0.17722000000000002,0.17,5.950066585742402,Personal Loan,IN,Skilled Labor,Full-time,False,0.23,1749.0,22.271949286846276,0,7500,267.4,689.5
C,36,Chargedoff,2007-08-21 17:46:49.003,0.17912,0.1719,5.950066585742402,Not Available,MN,Professional,Full-time,False,0.02,7091.666667,22.271949286846276,1,3000,107.24,649.5
C,36,Completed,2008-09-24 06:38:52.590,0.20818000000000003,0.186,5.950066585742402,Debt Consolidation,FL,Professional,Full-time,False,0.24,5166.666667,21.0,1,12000,437.45,669.5
A,36,Completed,2008-10-07 16:20:12.067,0.10336,0.0895,5.950066585742402,Other,CA,Other,Full-time,False,0.2,3845.833333,8.0,0,5000,158.88,729.5
B,36,Defaulted,2008-04-01 12:52:35.053,0.1922,0.1776,5.950066585742402,Debt Consolidation,WA,Professional,Full-time,True,0.26,8333.333333,22.271949286846276,0,15000,540.48,709.5
E,36,Completed,2008-01-02 13:17:24.893,0.35865,0.3425,5.950066585742402,Personal Loan,CA,Accountant/CPA,Full-time,False,0.11,8835.166667,11.0,0,3000,134.44,569.5
C,36,Completed,2008-01-24 21:36:44.563,0.16866,0.147,5.950066585742402,Personal Loan,UT,Other,Full-time,False,0.13,2166.666667,8.0,0,5000,172.59,669.5
D,36,Completed,2008-05-15 04:13:29.977,0.32378,0.3,5.950066585742402,Personal Loan,OH,Police Officer/Correction Officer,Full-time,False,0.27,4000.0,3.0,1,6000,254.71,609.5
A,36,Completed,2008-06-27 07:47:45.247,0.10032999999999999,0.0865,5.950066585742402,Debt Consolidation,UT,Engineer - Mechanical,Full-time,True,0.04,3833.333333,22.271949286846276,0,2000,63.27,729.5
A,36,Chargedoff,2007-11-21 10:21:34.123,0.12800999999999998,0.121,5.950066585742402,Not Available,NY,Other,Full-time,False,0.24,3833.333333,22.271949286846276,0,15000,498.93,729.5
B,36,Completed,2007-06-06 16:49:54.177,0.15792,0.149,5.950066585742402,Not Available,AL,Other,Full-time,False,0.26,2500.0,22.271949286846276,0,2000,69.23,709.5
A,36,Completed,2007-07-13 13:17:01.320,0.11596,0.109,5.950066585742402,Not Available,OR,Other,Full-time,False,0.1,3500.0,22.271949286846276,0,4850,158.55,749.5
D,36,Completed,2007-09-25 19:20:06.120,0.18722,0.1795,5.950066585742402,Not Available,MO,Other,Full-time,False,0.12,1780.0,22.271949286846276,1,2350,84.9,629.5
D,36,Completed,2007-03-02 14:39:11.370,0.16577,0.154,5.950066585742402,Not Available,TX,Other,Full-time,False,0.33,2340.0,22.271949286846276,0,1525,53.16,609.5
B,36,Defaulted,2008-03-14 18:29:52.920,0.16435999999999998,0.15,5.950066585742402,Debt Consolidation,FL,Tradesman - Carpenter,Full-time,True,0.12,4666.666667,22.271949286846276,0,1500,52.0,709.5
A,36,Completed,2008-03-11 14:36:44.907,0.23145,0.2165,5.950066585742402,Business,KY,Executive,Full-time,True,0.29,8916.666667,22.271949286846276,0,17500,665.17,749.5
E,36,Chargedoff,2007-01-23 10:25:17.900,0.26761999999999997,0.26,5.950066585742402,Not Available,CA,Construction,Not available,True,0.18,5158.5,22.271949286846276,0,3500,141.02,569.5
D,36,Completed,2008-04-19 08:47:24.540,0.17677,0.155,5.950066585742402,Home Improvement,MO,Other,Full-time,False,0.12,8333.333333,22.271949286846276,0,7500,260.42,629.5
HR,36,Chargedoff,2008-04-21 13:41:50.970,0.37453000000000003,0.35,5.950066585742402,Personal Loan,TN,Other,Retired,False,0.12,833.333333,22.271949286846276,0,1000,45.24,529.5
A,36,Completed,2007-08-16 21:40:17.693,0.09688,0.09,5.950066585742402,Not Available,IA,Other,Full-time,True,0.14,2166.666667,22.271949286846276,0,7500,238.5,729.5
AA,36,Completed,2007-07-12 14:17:08.380,0.08684,0.08,5.950066585742402,Not Available,FL,Professional,Full-time,True,0.19,7083.333333,22.271949286846276,0,3000,94.01,789.5
A,36,Completed,2007-06-21 13:05:30.810,0.10515,0.0965,5.950066585742402,Not Available,MA,Administrative Assistant,Full-time,False,0.18,4083.333333,22.271949286846276,0,2000,64.21,729.5
B,36,Completed,2007-07-22 19:51:58.053,0.11445,0.1075,5.950066585742402,Not Available,UT,Professor,Full-time,True,0.18,4083.333333,22.271949286846276,0,4500,146.79,709.5
B,36,Chargedoff,2007-05-22 11:39:45.353,0.22995,0.2225,5.950066585742402,Not Available,MD,Analyst,Full-time,True,0.49,2860.0,22.271949286846276,0,15500,593.96,709.5
A,36,Chargedoff,2006-11-10 06:06:25.240,0.13352999999999998,0.1265,5.950066585742402,Not Available,FL,Other,Not available,True,0.12,13516.666667,22.271949286846276,0,25000,838.14,729.5
C,36,Chargedoff,2007-02-19 11:02:43.180,0.21739,0.21,5.950066585742402,Not Available,CA,Realtor,Self-employed,True,0.16,4583.333333,22.271949286846276,0,15000,565.13,649.5
B,36,Completed,2008-09-24 11:42:59.763,0.19452,0.1799,5.950066585742402,Business,MS,Teacher,Full-time,False,0.28,4166.666667,13.0,0,10000,361.47,689.5
C,36,Defaulted,2008-08-02 20:55:07.807,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,WA,Teacher,Full-time,True,0.27,5083.333333,22.271949286846276,0,7500,339.27,649.5
C,36,Defaulted,2007-03-23 20:51:47.790,0.16215,0.155,5.950066585742402,Not Available,CO,Administrative Assistant,Full-time,True,0.85,4291.666667,22.271949286846276,0,6000,209.46,649.5
D,36,Completed,2007-07-24 16:06:45.743,0.19991,0.1926,5.950066585742402,Not Available,CO,Professional,Full-time,True,0.26,6267.0,22.271949286846276,0,4600,169.22,629.5
AA,36,Chargedoff,2007-01-13 16:18:30.713,0.08482999999999999,0.078,5.950066585742402,Not Available,CA,Realtor,Not available,True,0.09,7083.333333,22.271949286846276,0,5000,156.22,789.5
HR,36,Chargedoff,2007-03-19 19:41:44.533,0.23498000000000002,0.22,5.950066585742402,Not Available,TX,Professional,Full-time,False,0.13,4750.0,22.271949286846276,0,3600,137.49,549.5
AA,36,Completed,2008-07-08 12:31:11.753,0.0768,0.07,5.950066585742402,Debt Consolidation,CO,Professional,Full-time,True,0.17,4833.333333,22.271949286846276,0,4000,123.51,809.5
A,36,Completed,2008-07-04 07:23:46.110,0.12402,0.11,5.950066585742402,Debt Consolidation,KY,Nurse (RN),Full-time,True,0.12,6250.0,22.271949286846276,0,12000,389.07,729.5
B,36,Completed,2007-05-14 16:38:53.033,0.125,0.118,5.950066585742402,Not Available,NJ,Administrative Assistant,Full-time,True,0.09,3125.0,22.271949286846276,0,3000,99.36,689.5
HR,36,Defaulted,2007-10-24 18:36:21.663,0.23970999999999998,0.2209,5.950066585742402,Not Available,OH,Clerical,Full-time,True,0.47,2228.0,22.271949286846276,0,1000,38.24,529.5
AA,36,Defaulted,2007-03-18 16:09:21.950,0.16717,0.16,5.950066585742402,Not Available,CA,Engineer - Electrical,Full-time,True,0.4,6415.5,22.271949286846276,0,25000,878.93,809.5
A,36,Completed,2007-08-16 17:17:16.497,0.10943,0.1025,5.950066585742402,Not Available,VA,Computer Programmer,Full-time,True,0.27,6666.666667,22.271949286846276,0,12000,388.62,749.5
E,36,Completed,2007-04-11 13:26:47.193,0.2148,0.2,5.950066585742402,Not Available,CO,Other,Part-time,False,10.01,62.5,22.271949286846276,0,6000,222.98,589.5
D,36,Completed,2008-08-14 03:30:17.080,0.26028,0.2374,5.950066585742402,Home Improvement,MN,Professional,Full-time,True,0.46,3833.333333,9.0,0,1875,73.31,629.5
C,36,Chargedoff,2007-10-21 14:28:53.817,0.25756999999999997,0.25,5.950066585742402,Not Available,CA,Other,Full-time,True,0.26,7166.666667,22.271949286846276,0,5000,198.8,649.5
E,36,Defaulted,2007-03-17 16:19:55.770,0.23195,0.217,5.950066585742402,Not Available,CA,Sales - Commission,Full-time,False,0.08,4816.666667,22.271949286846276,0,3500,133.12,569.5
C,36,Completed,2006-08-14 09:05:55.473,0.29775999999999997,0.29,5.950066585742402,Not Available,GA,Other,Not available,True,0.27,16666.666666999998,22.271949286846276,0,25000,1047.64,649.5
E,36,Chargedoff,2008-06-18 19:03:18.317,0.36438000000000004,0.34,5.950066585742402,Business,SC,Other,Self-employed,False,0.27594660400633886,0.0,22.271949286846276,0,2000,89.34,589.5
AA,36,Completed,2008-09-29 08:32:12.167,0.07299,0.0645,5.950066585742402,Home Improvement,TX,Teacher,Full-time,True,0.23,6250.0,16.0,0,2000,61.25,809.5
B,36,Completed,2007-11-20 13:38:40.680,0.13052,0.1235,5.950066585742402,Not Available,CA,Professional,Full-time,False,0.32,3000.0,22.271949286846276,0,2500,0.0,709.5
E,36,Completed,2008-06-10 09:47:59.940,0.33393,0.31,5.950066585742402,Debt Consolidation,GA,Construction,Full-time,True,0.27594660400633886,0.0,22.271949286846276,0,1000,0.0,589.5
C,36,Completed,2007-05-10 14:02:22.670,0.13504000000000002,0.128,5.950066585742402,Not Available,NY,Architect,Full-time,True,0.11,5833.333333,22.271949286846276,0,5000,167.99,669.5
D,36,Completed,2008-07-01 19:21:25.450,0.12105999999999999,0.1,5.950066585742402,Business,NV,Retail Management,Self-employed,False,0.27594660400633886,2000.0,22.271949286846276,1,10000,319.94,609.5
C,36,Completed,2008-07-29 14:57:46.407,0.13858,0.1173,5.950066585742402,Debt Consolidation,FL,Professional,Full-time,True,0.27,3666.666667,22.271949286846276,0,6000,198.51,649.5
D,36,Completed,2008-03-21 17:46:22.147,0.17677,0.155,5.950066585742402,Business,IL,Other,Self-employed,False,0.31,2083.333333,22.271949286846276,0,5000,174.55,629.5
E,36,Defaulted,2008-01-12 08:39:44.240,0.37423,0.3497,5.950066585742402,Business,AL,Realtor,Full-time,True,1.23,1250.0,13.0,0,3000,135.66,569.5
A,36,Completed,2008-08-04 16:39:38.483,0.09882,0.085,5.950066585742402,Business,MS,Religious,Full-time,False,0.06,2416.666667,22.271949286846276,0,1650,52.09,729.5
E,36,Completed,2008-07-07 18:03:52.853,0.35320999999999997,0.329,5.950066585742402,Debt Consolidation,OH,Nurse (RN),Full-time,False,0.16,4750.0,22.271949286846276,1,1000,42.65,569.5
D,36,Chargedoff,2008-07-25 10:18:01.310,0.28523000000000004,0.262,5.950066585742402,Other,GA,Teacher,Full-time,False,0.18,2666.666667,22.271949286846276,0,2100,84.83,609.5
B,36,Completed,2007-06-18 16:18:10.407,0.14709,0.14,5.950066585742402,Not Available,GA,Other,Full-time,False,0.63,3692.0,22.271949286846276,0,7000,239.24,709.5
HR,36,Chargedoff,2008-06-17 18:31:29.723,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,IL,Clerical,Full-time,False,0.3,2166.666667,22.271949286846276,0,1500,67.85,529.5
D,36,Completed,2008-01-21 11:36:29.620,0.22034,0.198,5.950066585742402,Debt Consolidation,WA,Engineer - Mechanical,Full-time,False,0.36,5000.0,7.0,0,5000,185.31,609.5
A,36,Completed,2008-05-28 13:46:53.963,0.11394000000000001,0.1,5.950066585742402,Home Improvement,MD,Construction,Full-time,True,0.14,7083.333333,22.271949286846276,0,8500,274.27,749.5
D,36,Completed,2007-06-03 16:17:08.083,0.21076,0.2034,5.950066585742402,Not Available,CA,Police Officer/Correction Officer,Full-time,False,0.33,4621.5,22.271949286846276,1,10000,373.37,609.5
AA,36,Completed,2007-11-30 05:56:36.947,0.08885,0.082,5.950066585742402,Not Available,TX,Nurse (RN),Full-time,True,0.1,7333.333333,22.271949286846276,0,10000,314.29,769.5
AA,36,Completed,2007-05-22 09:25:21.093,0.11847,0.1115,5.950066585742402,Not Available,CO,Analyst,Full-time,True,0.2,6211.833333,22.271949286846276,0,20000,656.2,769.5
HR,36,Defaulted,2006-08-24 15:30:15.990,0.28770999999999997,0.28,5.950066585742402,Not Available,CA,Clerical,Not available,False,0.38,1300.0,22.271949286846276,0,12000,496.36,509.5
D,36,Chargedoff,2007-07-23 20:23:38.797,0.28770999999999997,0.28,5.950066585742402,Not Available,CA,Other,Self-employed,False,0.17,8312.666667,22.271949286846276,0,25000,1034.09,629.5
B,36,Completed,2008-04-05 16:18:01.513,0.15428,0.14,5.950066585742402,Debt Consolidation,IL,Student - College Graduate Student,Part-time,False,0.74,818.25,22.271949286846276,0,7450,254.62,709.5
B,36,Completed,2008-01-16 11:28:55.260,0.15428,0.14,5.950066585742402,Personal Loan,GA,Administrative Assistant,Full-time,True,0.37,3333.333333,22.271949286846276,0,7500,256.33,689.5
AA,36,Completed,2008-09-02 05:32:39.427,0.10682,0.0999,5.950066585742402,Auto,MI,Other,Retired,True,0.32,2100.0,22.271949286846276,0,3150,101.63,769.5
D,36,Completed,2007-03-22 16:45:44.100,0.17219,0.165,5.950066585742402,Not Available,CA,Nurse (LPN),Full-time,False,0.22,3859.0,22.271949286846276,0,8500,300.94,629.5
E,36,Completed,2007-08-31 21:00:18.940,0.30564,0.29,5.950066585742402,Not Available,CA,Teacher,Full-time,True,0.08,6666.666667,22.271949286846276,0,3000,125.72,569.5
D,36,Chargedoff,2007-11-26 15:23:56.783,0.2388,0.22,5.950066585742402,Not Available,IL,Sales - Commission,Part-time,False,0.19,833.333333,22.271949286846276,0,1000,38.19,629.5
D,36,Completed,2007-10-25 20:03:53.200,0.19987,0.1891,5.950066585742402,Not Available,IA,Administrative Assistant,Full-time,False,0.17,2287.083333,22.271949286846276,0,1700,62.24,629.5
D,36,Defaulted,2007-05-18 11:53:41.377,0.23989000000000002,0.2324,5.950066585742402,Not Available,OH,Principal,Self-employed,False,0.37,4166.666667,22.271949286846276,0,4000,155.34,609.5
B,36,Completed,2007-02-27 07:55:34.700,0.125,0.118,5.950066585742402,Not Available,NJ,Sales - Commission,Full-time,False,0.19,7416.666667,22.271949286846276,1,10000,323.57,689.5
E,36,Defaulted,2007-06-28 20:38:19.533,0.30564,0.29,5.950066585742402,Not Available,MO,Clerical,Part-time,False,0.54,2423.0,22.271949286846276,0,2000,83.81,589.5
C,36,Completed,2008-01-17 06:42:30.003,0.19956,0.1775,5.950066585742402,Debt Consolidation,GA,Professional,Full-time,True,0.08,6750.0,22.271949286846276,0,3001,108.12,669.5
C,36,Completed,2008-03-18 21:01:28.423,0.23504,0.2125,5.950066585742402,Debt Consolidation,WA,Other,Full-time,True,0.2,7500.0,8.0,0,11000,403.83,649.5
B,36,Defaulted,2006-12-09 09:24:58.020,0.22543000000000002,0.218,5.950066585742402,Not Available,UT,Student - College Junior,Not available,True,0.09,1533.0,22.271949286846276,0,3500,133.3,709.5
E,36,Defaulted,2006-11-01 12:01:05.113,0.29775999999999997,0.29,5.950066585742402,Not Available,TX,Sales - Commission,Not available,False,0.11,4833.333333,22.271949286846276,0,3150,132.0,549.5
B,36,Completed,2008-06-20 11:05:51.307,0.2802,0.2648,5.950066585742402,Business,AZ,Professional,Full-time,True,0.44,2950.0,22.271949286846276,0,5000,202.73,689.5
D,36,Completed,2008-03-17 18:58:28.510,0.22236999999999998,0.2,5.950066585742402,Debt Consolidation,IL,Computer Programmer,Full-time,False,0.29,6541.666667,8.0,0,5000,180.94,609.5
C,36,Defaulted,2007-07-14 05:21:34.517,0.23748000000000002,0.23,5.950066585742402,Not Available,GA,Laborer,Full-time,False,0.23,2951.083333,22.271949286846276,0,9500,367.74,649.5
A,36,Chargedoff,2008-09-19 17:28:04.190,0.25365,0.2385,5.950066585742402,Business,MI,Sales - Retail,Self-employed,True,0.27594660400633886,7500.0,22.271949286846276,0,15000,587.31,749.5
AA,36,Completed,2007-01-08 16:17:38.167,0.09788,0.091,5.950066585742402,Not Available,GA,Military Officer,Not available,True,0.14,6333.333333,22.271949286846276,0,6800,216.55,829.5
A,36,Completed,2008-08-01 11:02:57.360,0.18101,0.1665,5.950066585742402,Home Improvement,IN,Other,Full-time,True,0.25,3166.666667,22.271949286846276,0,3900,138.37,729.5
C,36,Completed,2007-05-22 09:19:16.423,0.18725999999999998,0.18,5.950066585742402,Not Available,MD,Accountant/CPA,Full-time,False,0.33,4463.333333,22.271949286846276,0,13000,466.1,649.5
C,36,Defaulted,2007-03-19 11:05:55.563,0.27264,0.265,5.950066585742402,Not Available,AL,Engineer - Mechanical,Full-time,True,0.43,3266.583333,22.271949286846276,0,23500,953.1,649.5
D,36,Completed,2007-09-20 23:22:19.003,0.1699,0.1579,5.950066585742402,Not Available,FL,Executive,Full-time,False,0.17,4583.333333,22.271949286846276,0,1500,52.58,629.5
A,36,Chargedoff,2008-06-08 10:38:10.967,0.12503,0.111,5.950066585742402,Business,OH,Professional,Full-time,True,0.17,5666.666667,22.271949286846276,0,12000,393.43,749.5
AA,36,Completed,2007-06-16 13:45:59.130,0.08657999999999999,0.0694,5.950066585742402,Not Available,WI,Nurse (RN),Full-time,True,0.11,9931.333333,22.271949286846276,1,1000,30.85,789.5
D,36,Completed,2006-11-10 00:47:44.677,0.18725999999999998,0.18,5.950066585742402,Not Available,CA,Professional,Not available,False,0.15,3000.0,22.271949286846276,0,7000,253.07,609.5
AA,36,Completed,2008-05-05 18:54:58.407,0.10692,0.1,5.950066585742402,Business,VA,Attorney,Full-time,True,0.12,8333.333333,22.271949286846276,0,5000,27.36,829.5
A,36,Completed,2008-09-03 05:54:01.377,0.15428,0.14,5.950066585742402,Home Improvement,MD,Nurse (RN),Full-time,False,0.21,4500.0,22.271949286846276,0,7000,239.24,749.5
HR,36,Defaulted,2006-08-31 12:00:22.143,0.23936999999999997,0.23,5.950066585742402,Not Available,AZ,Professional,Not available,False,0.14,3750.0,22.271949286846276,0,2000,77.42,489.5
B,36,Chargedoff,2007-02-21 09:41:39.133,0.20735,0.2,5.950066585742402,Not Available,CO,Executive,Self-employed,False,0.24,9166.666667,22.271949286846276,0,25000,929.09,709.5
AA,36,Chargedoff,2007-03-11 20:18:25.610,0.09677999999999999,0.0899,5.950066585742402,Not Available,FL,Professional,Full-time,True,0.15,7913.75,22.271949286846276,0,14000,445.13,789.5
C,36,Completed,2007-10-30 10:32:49.483,0.21739,0.21,5.950066585742402,Not Available,MO,Clerical,Part-time,True,0.27594660400633886,0.0,8.0,1,3500,131.86,669.5
AA,36,Completed,2008-07-24 17:54:05.650,0.07751,0.069,5.950066585742402,Other,SC,Professional,Full-time,True,0.25,6500.0,16.0,0,2000,61.66,789.5
AA,36,Completed,2008-08-09 12:38:50.170,0.22930999999999999,0.22,5.950066585742402,Debt Consolidation,AL,Administrative Assistant,Full-time,False,0.25,4333.333333,22.271949286846276,0,2000,76.38,809.5
HR,36,Chargedoff,2007-03-26 13:35:28.770,0.2148,0.2,5.950066585742402,Not Available,IN,Administrative Assistant,Full-time,True,0.26,3250.0,22.271949286846276,0,2000,74.33,549.5
B,36,Completed,2007-08-03 15:46:50.807,0.1552,0.1405,5.950066585742402,Not Available,CA,Other,Part-time,False,0.27594660400633886,0.0,22.271949286846276,0,1215,41.56,689.5
B,36,Completed,2007-12-03 18:10:56.113,0.14106,0.134,5.950066585742402,Not Available,FL,Computer Programmer,Full-time,True,0.22,5250.0,22.271949286846276,0,5000,169.43,689.5
B,36,Chargedoff,2007-05-21 17:37:42.410,0.20735,0.2,5.950066585742402,Not Available,MI,Engineer - Mechanical,Full-time,True,0.49,8604.0,22.271949286846276,0,10000,371.64,709.5
HR,36,Chargedoff,2007-03-28 17:31:40.000,0.28736,0.2719,5.950066585742402,Not Available,CA,Administrative Assistant,Full-time,False,0.09,2833.333333,22.271949286846276,2,6000,245.56,529.5
HR,36,Completed,2007-07-10 07:15:32.227,0.29403,0.2785,5.950066585742402,Not Available,UT,Other,Full-time,False,0.17,2058.333333,22.271949286846276,1,2000,80.59,549.5
D,36,Defaulted,2007-10-11 19:47:24.933,0.23936999999999997,0.23,5.950066585742402,Not Available,WA,Executive,Full-time,False,0.14,4583.333333,22.271949286846276,0,2000,77.42,609.5
C,36,Completed,2007-10-09 03:44:43.927,0.20735,0.2,5.950066585742402,Not Available,IL,Tradesman - Carpenter,Full-time,True,0.17,5166.666667,22.271949286846276,0,8000,297.31,669.5
